name,url,state,revenue,growth_%,industry,workers,founded,yrs_on_list,city
Advanced RPO,advancedrpo.com,Illinois,600000.0,79,Human Resources,70,2007,1,Chicago
eGuard Technology Services,eguardtech.com,District of Columbia,400000.0,79,IT Services,21,2007,1,Washington
Poo~Pourri,poopourri.com,Texas,5900000.0,79,Consumer Products & Services,74,2007,5,Addison
MindTouch,mindtouch.com,California,1000000.0,79,Software,79,2005,1,San Diego
All About Events - Jacksonville,allabouteventsjax.com,Florida,300000.0,79,Consumer Products & Services,35,2010,2,Jacksonville
Makers Nutrition,makersnutrition.com,New York,2700000.0,79,Manufacturing,30,2014,1,HAUPPAUGE
Xtivia,http://xtivia.com,Colorado,5100000.0,79,Business Products & Services,324,1992,2,Colorado Springs
Xtreme Xperience,xtremexperience.com,Illinois,1000000.0,79,Consumer Products & Services,39,2012,1,Chicago
Stream Companies,streamcompanies.com,Pennsylvania,7800000.0,79,Advertising & Marketing,298,1996,12,Malvern
Kendall Capital Management,kendallcapital.com,Maryland,200000.0,79,Consumer Products & Services,8,2005,1,ROCKVILLE
Cornerstone Wealth Management,mycwmusa.com,Missouri,2600000.0,79,Financial Services,30,2005,1,St. Louis
Candid Partners,candidpartners.com,Georgia,2100000.0,79,IT Management,72,2012,5,Atlanta
Maximum One Realty,maximumonerealty.com,Georgia,2800000.0,79,Real Estate,1265,2007,8,Atlanta
Stainless Steel products,http://stainlesswires.com,New York,300000.0,78,Manufacturing,14,1995,1,DEER PARK
Triple J Armory,triplejarmory.com,Colorado,200000.0,78,Manufacturing,8,2012,1,Littleton
Clerestory Consulting,clerestoryconsulting.com,Illinois,1000000.0,78,IT Management,55,2003,5,Evanston
Cumberland Consulting Group,cumberlandcg.com,Tennessee,11100000.0,78,Health,469,2004,11,Franklin
Servsys,servsys.com,Texas,1300000.0,78,IT Management,139,2011,5,Irving
PPT Consulting,pptconsultants.com,Pennsylvania,900000.0,78,IT Services,9,2003,2,Newtown Square
Allied Instructional Services,alliedinstructional.com,Virginia,700000.0,78,Education,19,2010,3,Ashland
Procida Construction,procidacompanies.com,New York,16800000.0,78,Construction,95,1967,3,Bronx
Manufacturers Distributor,mdisales.com,Florida,800000.0,78,Manufacturing,20,2002,1,Odessa
Continental Mapping Consultants,continentalmapping.com,Wisconsin,2200000.0,78,Engineering,135,1999,2,Sun Prairie
CoNexus CPA Group,conexuscpa.com,Georgia,500000.0,78,Financial Services,32,2015,1,Atlanta
Isos Technology,isostech.com,Arizona,800000.0,78,IT Services,27,2005,5,Tempe
MFS Supply,mfssolutions.com,Ohio,8600000.0,78,Security,168,2007,4,Solon
Elite Innovative Solutions,eliteisinc.com,Texas,600000.0,78,IT Management,85,2006,2,Irving
Compressor World,compressorworld.com,Massachusetts,1600000.0,78,Business Products & Services,12,2000,4,Plymouth
ION Solar,ionsolar.com,Utah,7300000.0,78,Energy,420,2013,3,Provo
Industrial Motor Power Coporation,impcorporation.com,California,4200000.0,78,Retail,18,2001,2,Burbank
Sunshine Plumbing Heating Air,sunshineplumbingheating.com,Colorado,300000.0,78,Construction,15,2008,1,Henderson
Sanity Solutions,sanitysolutions.com,Colorado,5600000.0,78,Computer Hardware,34,2004,8,Denver
Pipeline Equipment,pipelineequipment.com,Oklahoma,3700000.0,78,Manufacturing,164,1995,1,Tulsa
IcePortal,iceportal.shijigroup.com,Florida,400000.0,78,Advertising & Marketing,17,2004,1,Hollywood
Lifescape Colorado,lifescapecolorado.com,Colorado,1500000.0,78,Construction,108,1976,5,Denver
Acertara Acoustic Laboratories,acertaralabs.com,Colorado,700000.0,78,Engineering,37,2011,1,Longmont
Graphics and More,graphicsandmore.com,California,600000.0,78,Retail,30,2008,6,Rancho Cordova
City Wide Franchise Company,http://gocitywide.com,Kansas,25000000.0,78,Business Products & Services,900,2001,2,Lenexa
Dental Care New Jersey,dentalcarebridgewater.com,New Jersey,1700000.0,78,Health,135,2010,2,Somerset
Tom Drexler Plumbing Air,tomdrexlerplumbing.com,Kentucky,2300000.0,78,Construction,166,1982,1,Louisville
Pharmaceutical Strategies Group,psgconsults.com,Texas,4300000.0,77,Health,156,2003,3,Plano
Des Moines Truck Brokers,http://dmtb.com,Iowa,3700000.0,77,Logistics & Transportation,33,1969,1,Norwalk
Component Surfaces,componentsurfaces.com,California,400000.0,77,Manufacturing,38,2004,3,Poway
Cloud for Good,cloud4good.com,North Carolina,800000.0,77,IT Management,68,2010,6,Asheville
Corvette Mods,corvettemods.com,Texas,1100000.0,77,Retail,35,2010,5,Ft Worth
ThreeBridge Solutions,threebridge.com,Minnesota,8200000.0,77,IT Services,648,2009,3,Minneapolis
Insight Resource Group,insightresourcegroup.com,California,1700000.0,77,Advertising & Marketing,24,2007,6,Lafayette
Freddy's Frozen Custard,freddysusa.com,Kansas,47500000.0,77,Food & Beverage,13751,2002,8,Wichita
CHHJ Franchising,collegehunkshaulingjunk.com/nashville,Tennessee,300000.0,77,Consumer Products & Services,45,2012,1,Nashville
Endsight,endsight.net,California,1500000.0,77,IT Management,85,2004,5,Berkeley
Applied Educational Systems,aeseducation.com,Pennsylvania,300000.0,77,Education,20,1987,2,Lancaster
New Vision Properties,newvisiondc.com,District of Columbia,1000000.0,77,Real Estate,23,2009,3,Washington
Call Management Resources,callcmr.com,Ohio,400000.0,77,Telecommunications,103,1959,1,Grandview
Matthew A. Dickason,http://dickasonlaw.com,Georgia,400000.0,77,Business Products & Services,27,2007,1,Atlanta
Tyler Petroleum,tylerpetroleum.com,Texas,4100000.0,77,Retail,200,2008,2,TYLER
Expert Computer Solutions,ecsoffice.com,Texas,200000.0,77,IT Services,15,2005,1,Houston
Venn Strategies,vennstrategies.com,District of Columbia,1200000.0,77,Business Products & Services,31,2001,2,Washington
Blue Corona,bluecorona.com,Maryland,900000.0,77,Advertising & Marketing,65,2008,8,Gaithersburg
TerraCycle,terracycle.com,New Jersey,3200000.0,77,Environmental Services,250,2003,5,Trenton
HAP Investments,hap-ny.com,New York,900000.0,77,Real Estate,28,2011,4,New York
Big Outdoor,bigoutdoor.com,Texas,4000000.0,77,Advertising & Marketing,21,2013,1,Dallas
CHHJ North Jersey,collegehunkshaulingjunk.com/fairfield,New Jersey,300000.0,77,Logistics & Transportation,35,2009,1,Fairfield
North American Coating Laboratories,nacl.com,Ohio,600000.0,77,Manufacturing,35,1974,1,MENTOR
Lead id,leadid.net,California,200000.0,77,Advertising & Marketing,11,2007,1,Newport Beach
InterDev,interdev.com,Georgia,1100000.0,77,IT Management,85,1980,2,Roswell
Architectural Fabrication,arch-fab.com,Texas,1100000.0,77,Construction,88,1996,4,Fort Worth
BrandYourself.com,brandyourself.com,New York,700000.0,77,Software,113,2009,2,New York
Vaco,vaco.com,Tennessee,51700000.0,77,Human Resources,6294,2002,13,Brentwood
Cynet Systems,cynetsystems.com,Virginia,5600000.0,77,IT Management,727,2010,4,Sterling
Inspired eLearning,inspiredelearning.com,Texas,1400000.0,77,Education,103,2003,7,San Antonio
Beacon Capital Management,beaconinvesting.com,Ohio,3300000.0,77,Financial Services,23,2000,3,Dayton
Element Three,elementthree.com,Indiana,1200000.0,77,Advertising & Marketing,65,2006,6,Indianapolis
Malwarebytes,malwarebytes.com,California,12600000.0,77,Security,653,2008,5,Santa Clara
First American Payment Systems,first-american.net,Texas,78400000.0,77,Financial Services,1001,1990,2,Fort Worth
Just Right Products,http://fwpromo.com,Texas,400000.0,77,Manufacturing,24,2010,1,Haltom city
Tint World,tintworld.com,Florida,3400000.0,76,Retail,280,1982,5,Boca Raton
Storage Media Group,storagemediagroup.com,California,1100000.0,76,Business Products & Services,7,2009,1,Carlsbad
Pacific Western Painting,pacwestpainting.com,California,600000.0,76,Construction,48,2004,6,Oceanside
Power Home Remodeling,powerhrg.com,Pennsylvania,64900000.0,76,Construction,2480,1992,10,Chester
INTERNATIONAL TEFL ACADEMY,internationalteflacademy.com,Illinois,600000.0,76,Education,40,2010,2,Chicago
M2 Strategy,m2strategy.com,Virginia,800000.0,76,Government Services,64,2003,4,McLean
Atlanta Communities Real Estate Brokerage,atlantacommunities.net,Georgia,6600000.0,76,Real Estate,1229,2009,6,Marietta
Saturn Tech,saanvi.us,Michigan,800000.0,76,IT System Development,110,2006,7,Farmington
Creditsafe USA,creditsafe.com,Pennsylvania,1600000.0,76,Business Products & Services,114,2012,3,Allentown
Standard Black,standardblack.com,California,800000.0,76,Advertising & Marketing,21,2009,1,Los Angeles
TRIOSE,triose.com,Pennsylvania,6600000.0,76,Logistics & Transportation,92,1999,7,Wyomissing
Long Story Short Media,lssmedia.com,District of Columbia,300000.0,76,Media,15,2009,3,Washington
Blueberry Builders,http://blueberrybuilders.com,New York,900000.0,76,Construction,8,2011,4,New York
Kent Power,kentpower.com,Michigan,10300000.0,76,Construction,383,1989,1,Rockford
"BWS Plumbing, Heating and Air Conditioning",bwshvac.com,Minnesota,400000.0,76,Construction,23,2009,1,Edina
Centrify,centrify.com,California,11500000.0,76,Software,211,2004,6,Santa Clara
Accelerated Claims,accelclaims.com,Georgia,2100000.0,76,Financial Services,220,2006,8,Kennesaw
MVS,mvsconsulting.com,District of Columbia,1700000.0,76,Government Services,19,1997,3,Washington
OptConnect,optconnect.com/2015/optconnect.html,Utah,2200000.0,76,Business Products & Services,50,2009,2,Kaysville
Tarrytech Security,tarrytech.com,New York,400000.0,76,IT Management,17,2003,2,Elmsford
Signature Bank,signaturebank.bank,Illinois,3800000.0,76,Financial Services,64,2006,1,Rosemont
Entisys360,entisys360.com,California,16200000.0,76,IT Management,128,1988,8,Concord
MedCerts,medcerts.com,Michigan,1000000.0,76,Education,58,2008,1,Livonia
The Cydio Group,cydio.com,California,1800000.0,76,Human Resources,115,2006,6,San Diego
Advanced Project Consulting,advproj.com,Georgia,1100000.0,76,Government Services,99,2010,4,Warner Robins
Interlink Cloud Advisors,interlink.com,Ohio,600000.0,75,IT Services,25,2011,1,Cincinnati
495 Movers,495movers.com,Maryland,300000.0,75,Logistics & Transportation,40,2009,1,Rockville
Natalie's Orchid Island Juice Company,oijc.com,Florida,6100000.0,75,Food & Beverage,250,1989,3,Fort Pierce
MIE Solutions,mie-solutions.com,California,400000.0,75,Software,34,2007,3,Garden Grove
CommerceIQ,commerceiq.ai,California,1100000.0,75,Software,76,2012,1,Mountain View
Uptime Legal Systems,uptimelegal.com,Minnesota,700000.0,75,IT Management,24,2005,6,Eden Prairie
Plushnyc Post,http://plushnyc.com,New York,600000.0,75,Media,28,2010,1,New York
Reading Horizons,readinghorizons.com,Utah,1100000.0,75,Education,80,1984,1,Kasyville
Inscio,inscio.com,Texas,300000.0,75,Business Products & Services,21,2005,2,Plano
Midwest Restoration,midwestrestoration.com,Wisconsin,400000.0,75,Construction,20,2008,4,LITTLE CHUTE
Solar Solution,solarsolutionllc.com,District of Columbia,1500000.0,75,Energy,49,2008,5,Washington
Vericon Construction Company,vericonbuilds.com,New Jersey,16500000.0,75,Construction,147,2005,2,Mountainside
United Medco,unitedmedco.com,Florida,2400000.0,75,Health,72,2004,4,CORAL SPRINGS
Forrest Performance Group,fpg.com,Texas,400000.0,75,Business Products & Services,24,2010,4,Fort Worth
Winston's of Northern Virginia,winstonsservices.com,Virginia,500000.0,75,Construction,45,1989,1,Fairfax
AHS Consulting,ahs-consulting.com,Tennessee,200000.0,75,Logistics & Transportation,11,2014,1,CHATTANOOGA
Zenmonics,zenmonics.com,North Carolina,2800000.0,75,IT Management,146,2007,3,Charlotte
InterWorks,interworks.com,Oklahoma,5700000.0,75,IT Management,188,1996,11,Stillwater
Gemini Tech Services,geminitechservices.com,Texas,800000.0,75,Government Services,200,2006,1,Willow Park
Evereve,http://evereve.com,Minnesota,11600000.0,75,Retail,1500,2004,1,Edina
PN Automation,pnautomation.com,Maryland,200000.0,75,Software,20,2004,1,Baltimore
Capstone Information Technologies,capstoneitinc.com,New York,600000.0,75,IT Management,40,2003,4,Pittsford
Todays Business,tbsmo.com,New Jersey,500000.0,75,Advertising & Marketing,33,2011,2,Pine Brook
Creative Studio Promotions,creativestudiopromo.com,Michigan,400000.0,74,Advertising & Marketing,13,2012,3,GRAND RAPIDS
TapClassifieds Auto,tapclassifieds.com,California,400000.0,74,Advertising & Marketing,19,2013,1,San Jose
Hiatus Spa Retreat,hiatusspa.com,Texas,900000.0,74,Consumer Products & Services,211,2006,7,Dallas
DRT Transportation,drttransportation.com,Pennsylvania,6700000.0,74,Logistics & Transportation,56,2007,7,Lebanon
Community Association Management Company,camcomgmt.com,Pennsylvania,700000.0,74,Real Estate,125,1975,1,Fort Washington
CRM Passport,gsdcompany.com,New York,500000.0,74,Software,50,2014,1,New York
Silk Worldwide,silkworldwide.com,Texas,1500000.0,74,Consumer Products & Services,40,2010,5,Stafford
Balsam Hill,balsambrands.com,California,16100000.0,74,Retail,150,1996,8,Redwood City
Pin-Point Logistics,pinpointdelivers.com,Illinois,600000.0,74,Logistics & Transportation,15,2010,3,Chicago
Anchor Distributing,anchordist.com,Minnesota,2300000.0,74,Consumer Products & Services,32,1987,3,MENDOTA HEIGHTS
MY Shower Door / D3 Glass,myshowerdoor.com,Florida,1700000.0,74,Construction,99,2003,4,Fort Myers
Capital Title of Texas,ctot.com,Texas,10600000.0,74,Real Estate,604,1987,7,Plano
CivicPlus,civicplus.com,Kansas,3600000.0,74,Government Services,324,2001,9,Manhattan
ROCS Grad Staffing,rocsstaffing.com,Virginia,500000.0,74,Human Resources,12,2003,1,Herndon
Nexcom,gonexcom.com,North Carolina,800000.0,74,IT Services,50,2001,6,Charlotte
Saalex Solutions,saalex.com,California,6200000.0,74,Government Services,604,1999,2,Camarillo
Apex Energy Solutions,apexenergygroup.com,Indiana,400000.0,74,Construction,23,1998,4,Zionsville
Berkley,goberkley.com,California,2000000.0,74,Manufacturing,30,2012,3,Carson
Total Care Connections,totalcareconnections.com,Arizona,400000.0,74,Health,250,2009,4,Mesa
Emergicon,emergicon.com,Texas,600000.0,74,Business Products & Services,58,2006,1,Dallas
Landerholm Family Law,landerholmlaw.com,Oregon,200000.0,74,Consumer Products & Services,19,2010,1,Portland
Itransition,itransition.com,Colorado,3100000.0,74,IT Management,2000,1998,4,Lakewood
Black Mountain Systems,blackmountainsystems.com,California,4700000.0,74,Software,230,2007,9,San Diego
B2Gnow,b2gnow.com,Arizona,1100000.0,74,Software,60,1999,7,Phoenix
Torch Technologies,torchtechnologies.com,Alabama,40500000.0,74,Government Services,975,2002,13,Huntsville
HomElectrical,homelectrical.com,Georgia,500000.0,74,Consumer Products & Services,25,2011,5,kennesaw
Image Business Interiors,ibiva.com,Virginia,1500000.0,74,Business Products & Services,21,2006,7,Virginia Beach
Akuranvyka DBA,curryupnow.com,California,1400000.0,74,Food & Beverage,230,2009,1,San Francisco
Listrak,listrak.com,Pennsylvania,6000000.0,74,Advertising & Marketing,300,1999,6,Lititz
IT Direct,gettingyouconnected.com,Connecticut,700000.0,73,IT Services,33,2002,6,West Hartford
TK Promotions,tkpromotionsinc.com,Virginia,300000.0,73,Advertising & Marketing,8,2008,1,Glen Allen
US Med-Equip,usmedequip.com,Texas,4700000.0,73,Health,205,2009,7,Houston
Atlantic Environmental Solutions,solutionsenvironmental.com,New Jersey,700000.0,73,Environmental Services,23,1997,2,Hoboken
Grasp Technologies,grasptech.com,California,600000.0,73,Software,43,1996,5,San Diego
OnceLogix,oncelogix.com,North Carolina,400000.0,73,Software,18,2005,4,Winston Salem
Star Staffing Alpena,starstaffingalpena.com,Michigan,200000.0,73,Human Resources,100,1987,1,Alpena
Urban Betty,urbanbetty.com,Texas,300000.0,73,Retail,49,2005,2,Austin
Boca Beauty Academy,bocabeautyacademy.edu,Florida,500000.0,73,Education,41,1991,5,Boca Raton
Glen Eagle,gleneagleadv.com,New Jersey,500000.0,73,Financial Services,20,2002,1,Kingston
2:20 Marketing Group /Xurli,xurli.com,Utah,500000.0,73,Advertising & Marketing,55,2006,2,Saint George
Ob Hospitalist Group,obhg.com,South Carolina,22700000.0,73,Health,940,2006,7,Greenville
TechCXO,techcxo.com,Georgia,2400000.0,73,Business Products & Services,111,2003,11,Atlanta
Birds Barbershop,birdsbarbershop.com,Texas,900000.0,73,Consumer Products & Services,210,2006,9,Austin
Arke Systems,arke.com,Georgia,1400000.0,73,Advertising & Marketing,70,2005,5,Atlanta
Stomping Ground Photography,stompinggroundphoto.com,New York,300000.0,73,Consumer Products & Services,31,2009,3,Brooklyn
Jackrabbit Technologies,jackrabbitclass.com,North Carolina,1400000.0,73,Software,63,2004,9,Huntersville
Freight Hub Group,http://gofreighthub.io,Florida,1600000.0,73,Logistics & Transportation,154,2006,1,Miami
Jonathan's Grille,jonathansgrille.com,Tennessee,2400000.0,73,Food & Beverage,400,1999,7,Franklin
Jones PR,jones.pr,Oklahoma,500000.0,73,Advertising & Marketing,17,2001,5,Oklahoma City
ApplicantPro,applicantpro.com,Utah,1200000.0,73,Human Resources,120,2006,7,Eagle Mountain
Open Dealer Exchange,opendealerexchange.com,Michigan,9900000.0,73,Software,136,2009,1,Farmington Hills
Oklahoma Forge,oklahomaforge.com,Oklahoma,2900000.0,73,Manufacturing,42,1951,5,tulsa
SupplyCore,supplycore.com,Illinois,44600000.0,73,Government Services,266,1987,9,Rockford
DRT Strategies,drtstrategies.com,Virginia,6600000.0,73,Government Services,293,2004,10,Arlington
Legend Medical,legendmedical.us,New Jersey,1200000.0,73,Health,110,2002,2,Pennsauken
Altitude Marketing,altitudemarketing.com,Pennsylvania,300000.0,72,Advertising & Marketing,21,2004,1,Emmaus
Golftec,http://golftec.com,Colorado,6000000.0,72,Consumer Products & Services,760,1995,9,Englewood
DBSync,mydbsync.com,Tennessee,200000.0,72,Software,55,2009,1,Brentwood
MiCamp Solutions,micamp.com,Arizona,1200000.0,72,Financial Services,25,2007,1,Scottsdale
Media Minefield,media-minefield.com,Minnesota,200000.0,72,Advertising & Marketing,23,2010,2,Minnetonka
Homeside Financial,gohomeside.com,Maryland,7000000.0,72,Financial Services,418,2014,2,Columbia
Accord Group,weareaccord.com,Missouri,5000000.0,72,Construction,198,2010,2,Lee's Summit
nexVortex,nexvortex.com,Florida,2200000.0,72,Telecommunications,81,2002,9,Boca Raton
Westminster American Insurance Company,westminsteramerican.com,Maryland,2600000.0,72,Insurance,19,1869,5,Owings Mills
Cable Ties Unlimited,cabletiesunlimited.com,Ohio,400000.0,72,Business Products & Services,18,2008,4,Brunswick
P.Q.D. International,pqdmfg.com,Texas,700000.0,72,Manufacturing,19,1984,1,Plano
Woolley Robertson Group,wrstudios.com,California,800000.0,72,Software,39,2008,6,Huntington Beach
